OTU_ID	Cleaned.NXT039.NC01	Cleaned.NXT039.NC02	Cleaned.NXT039.NC03	Cleaned.NXT039.NC04	Cleaned.NXT039.NC05	Cleaned.NXT039.NC06	Cleaned.NXT039.NC07	Cleaned.NXT039.NC08	Cleaned.NXT039.NC09	Cleaned.NXT039.NC10	Cleaned.NXT039.NC11	Cleaned.NXT039.NC12	Cleaned.NXT039.NC13	Cleaned.NXT039.NC14	Cleaned.NXT039.NC15	Cleaned.NXT039.NC16	Cleaned.NXT039.NC17	Cleaned.NXT039.NC18	Cleaned.NXT039.NC19	Cleaned.NXT039.NC20	Cleaned.NXT039.NC21	Cleaned.NXT039.NC22	Cleaned.NXT039.NC23	Cleaned.NXT039.NC24	Cleaned.NXT039.NC25	Cleaned.NXT039.NC26	Cleaned.NXT039.NC27	Cleaned.NXT039.NC28	Cleaned.NXT039.NC29	Cleaned.NXT039.NC30	Cleaned.NXT039.NC31	Cleaned.NXT039.NC32	Cleaned.NXT039.NC33	Cleaned.NXT039.NC34	Cleaned.NXT039.NC35	Cleaned.NXT039.NC36	Cleaned.NXT039.NC37	Cleaned.NXT039.NC38	Cleaned.NXT039.NC39	Cleaned.NXT039.NC40	Cleaned.NXT039.NC41	Cleaned.NXT039.NC42	Cleaned.NXT039.NC43	Cleaned.NXT039.NC44	Cleaned.NXT039.NC45	Cleaned.NXT039.NC46	Cleaned.NXT039.NC47	Cleaned.NXT039.NC48	Cleaned.NXT039.NC49	Cleaned.NXT039.NC50	Cleaned.NXT039.NC51	Cleaned.NXT039.NC52	Cleaned.NXT039.NC53	Cleaned.NXT039.NC54	Cleaned.NXT039.NC55	Cleaned.NXT039.NC56	Cleaned.NXT039.NC57	Cleaned.NXT039.NC58	Cleaned.NXT039.NC59	Cleaned.NXT039.NC60	Cleaned.NXT039.NC61	Cleaned.NXT039.NC62	Cleaned.NXT039.NC63	taxonomy
OTU_1597	0	0	0	4.996734301	0	0	46.07174228	0	0	28.6398805	17.45472736	0	0	0	270.2798547	0	2094.03971	2330.806476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.25457176	0	0	0	4.703833088	0	23.75323157	0	44.46798513	0	0	0	242.1335158	0	41.97943946	230.6196222	0	0	67.66315842	54.62565616	0	0	0	no_match
OTU_1602	0	0	0	20.05007046	0	5.61973457	4.621727029	0	0	0	0	0	0	0	346.6954161	0	2033.13318	1753.626641	0	0	0	0	0	0	0	0	0	0	165.338175	0	0	0	0	0	0	0	0	0	0	0	58.43858199	0	0	0	1.572897069	0	71.48478455	0	89.21689462	0	0	0	93.42244201	0	8.422408202	309.9191346	0	0	8.484610974	49.81654876	0	0	0	no_match
OTU_1603	0	0	191.8627671	10.02503523	0	11.23946914	0	0	0	287.3034604	17.50986206	0	0	0	795.6215319	0	2723.348134	1683.481576	0	0	0	0	0	16.43911187	0	0	0	0	66.13526998	0	0	0	0	0	16.70147453	0	44.69002764	0	0	0	19.47952733	0	0	0	3.145794139	0	23.82826152	0	0	0	0	5.242736146	504.4811869	112.9837208	84.22408202	593.6479199	0	0	50.90766584	94.65144264	0	0	0	no_match
OTU_1604	0	0	0	4241.706435	0	0	0	349.4638096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.21463636	0	0	0	0	0	0	0	104.1216015	0	0	0	0	0	0	0	0	0	0	0	1.573311208	163.889983	31.77938055	0	0	0	0	0	0	0	4.212312896	0	0	0	0	289.0120586	0	0	0	no_match
OTU_1605	0	0	0	0	0	1192.011268	591.8926641	314.6002618	0	0	0	0	0	0	0	220.1152703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2583.523956	1685.255996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_1625	0	0	0	2930.011684	0	0	0	152.3166149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.33241231	0	0	0	0	0	0	0	64.44814903	0	0	0	89.92447829	0	0	0	0	0	0	0	3.164955491	0	95.89360753	0	0	0	0	0	0	0	0	0	0	0	0	882.1117611	0	0	0	no_match
OTU_1626	0	1030.418161	0	18583.27203	27.57820174	0	9.307151329	949.8042889	0	14.4641644	0	71.99517772	0	325.5624214	13.42632761	12.65802403	15.10807114	47.08562671	0	339.1010519	14.89811924	151.9061471	244.2797894	16.55239491	474.8001786	0	5.93494728	0	0	225.3544762	0	73.30103382	354.7466629	113.9444906	16.81656553	18.92684993	213.7404509	0	0	9.801438466	0	122.5585264	0	0	34.84219222	0	847.7337171	0	0	0	6.537940749	15.8365926	18.81324448	0	21.20111898	13.18541444	204.3246139	0	0	3059.750117	0	0	3438.690128	no_match
OTU_1630	0	0	0	0	0	11.33795626	0	0	24.61869494	2304.076865	538.730473	486.8707348	0	0	0	0	0	0	0	0	0	0	0	0	13.59093448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.57735243	37.69642668	1076.418782	0	0	0	0	0	0	0	0	0	no_match
OTU_1634	0	0	0	0	0	5.682558327	32.71375749	0	0	0	0	0	0	0	408.9996984	0	2662.75833	1867.802968	0	0	0	0	0	0	0	0	3.973481694	0	0	0	0	0	0	0	0	0	11.29740584	0	0	0	39.39458309	0	1.979555972	0	3.180961387	0	24.09464081	0	0	0	0	0	170.0402829	12.69408675	12.77484513	251.5897805	0	0	68.6356925	40.29876364	359.2273866	0	0	no_match
OTU_1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15026.92514	0	737.4720647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.97417039	0	0	0	0	0	0	0	0	0	0	no_match
OTU_1645	0	0	0	0	0	5.706862238	0	0	0	0	160.0319951	0	0	0	0	0	7.618651751	166.2093674	0	0	0	0	0	24506.76531	0	0	0	0	0	0	0	0	0	0	0	190.8874761	0	0	0	9.885278624	0	0	0	2.641705739	4.791849211	0	40.32948655	0	0	0	0	0	815.8893269	1376.824876	765.4924416	0	0	0	0	0	0	0	0	no_match
OTU_1740	0	0	0	0	0	0	0	0	233.0148133	2743.14231	798.759714	5537.436415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_1747	0	0	101.7429721	5.316179347	0	17.88054576	19.6068576	0	0	0	0	0	0	0	226.2759758	0	1575.452956	719.1468479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.69868998	0	0	0	0	0	0	0	0	0	33.69572511	0	0	0	0	0	475.5937785	26.62852256	26.79793028	374.9892113	0	0	17.99722897	73.9682569	0	0	0	no_match
OTU_1757	0	0	0	4067.186055	0	0	0	136.5880722	0	0	9.334825421	0	0	0	0	0	0	0	0	0	0	0	0	0	28.73054126	0	0	0	0	0	0	0	34.1504646	0	0	0	11.91253263	0	0	0	0	0	0	0	6.708319917	0	152.4393469	0	0	0	0	11.17999137	0	0	4.490138754	0	0	0	0	940.1569791	0	0	0	no_match
OTU_1760	0	0	0	5.346028754	0	0	0	0	0	0	0	0	0	0	0	6.703919799	4848.914648	6134.601505	0	0	0	0	0	280.5263829	0	0	0	0	317.4103054	0	0	0	0	0	17.81271806	0	0	0	0	10.38204024	0	0	0	0	0	0	0	0	0	0	13.85044944	0	179.3490575	93.72312953	17.96559728	372.4392191	0	0	18.09828023	100.9491383	0	0	0	no_match
OTU_1761	0	0	0	0	0	23.98132169	0	0	65.08986601	2605.296178	373.6027293	572.1099527	0	0	9.483765622	0	48.02253782	174.6108519	0	0	0	0	0	227.9916927	21.56000811	0	0	0	0	0	0	0	0	0	89.08860115	200.5363797	11.91922318	0	0	10.38495572	0	0	0	19.42666335	3.356043789	0	16.9472181	0	190.3594399	0	0	5.593135249	139.532884	1004.458381	13.47798179	46.56797594	0	0	0	0	0	0	0	no_match
OTU_1763	0	0	102.3717208	58.83935355	21.92118438	0	14.79601768	24.85512264	0	0	18.68538369	57.22706577	0	862.6032414	673.5365017	6.707686046	0	24.95141427	0	718.7799262	15.78949547	965.9694825	0	0	7.188688097	99.55206956	69.19048229	47.42396419	35.28762509	2268.958755	0	93.22409009	905.7499416	120.7619559	35.64545042	20.05927101	11.92257128	0	41.90612569	2794.337796	124.7236927	129.891382	0	5.552034365	6.713972996	87.42333642	42.3799464	0	0	260.91305	13.85823059	374.8453257	0	26.79308085	130.3237548	0	216.549654	1310.643299	0	5.316097436	0	0	7288.863963	no_match
OTU_1766	0	0	0	0	0	0	0	0	65.14474785	5092.280225	233.6985875	1755.949839	221.9603862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.09216421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_1769	0	0	0	0	0	24.04885568	0	0	104.4370658	4748.844641	871.0724913	344.2326457	0	0	0	0	144.4733235	175.1025749	0	0	110.8065973	0	0	0	14.41381562	0	0	0	1450.459521	0	0	31.15345543	0	0	0	2352.883008	0	0	0	197.8698168	0	0	0	0	8.413736928	0	824.2547502	0	0	0	0	0	39.97880678	2283.183966	31.53718689	0	0	0	0	0	0	0	0	no_match
OTU_1771	0	0	102.7179611	21.46849428	0	0	49.48686861	37.40878097	0	0	9.374290579	0	0	0	718.6478434	0	1566.451059	1376.969254	0	0	0	0	0	17.60208173	0	0	0	0	35.40697445	0	0	0	0	0	0	0	35.88868694	0	0	26.05751644	83.43035437	0	0	0	1.684170227	0	25.51396999	0	0	0	0	0	40.01261073	26.88370006	27.05473119	299.1270572	0	0	9.084846982	26.67038736	0	0	0	no_match
OTU_1775	0	0	0	0	0	0	0	1449.332314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1028.512071	1414.41224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2276.809017	0	0	0	no_match
OTU_1785	0	0	0	5.394491338	0	6.047980632	14.92176287	12.53317799	0	0	0	0	0	0	234.392745	6.764691877	2688.656735	1308.500229	0	1087.332806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.96394457	0	2.106853198	0	0	0	34.19209273	0	0	0	0	0	80.43328208	0	18.12845822	150.3261755	0	0	18.26234396	32.16766041	0	0	0	no_match
OTU_1789	0	0	0	5.403676056	0	0	224.2075324	62.77258555	0	0	0	0	0	0	263.5418439	0	2628.532141	1461.965953	0	0	0	0	0	0	0	0	0	0	106.9443348	0	0	15.69607268	0	0	0	0	0	0	0	0	0	0	0	0	1.695640172	0	51.37546283	0	0	0	0	0	100.7127858	0	40.85847884	385.8666887	0	0	0	59.07445392	0	0	0	no_match
OTU_1793	0	0	0	0	0	36.39097437	0	0	105.356824	2558.123076	396.8520696	733.1133956	0	0	33.57980478	0	80.96981875	50.46990613	0	0	0	0	0	212.9051795	29.08151094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.75887528	0	0	0	14.03781416	3.395134072	0	34.28922936	0	48.14417367	0	0	0	40.33089286	907.7678472	4.544989881	9.422077405	0	0	0	0	0	0	0	no_match
OTU_1802	0	0	0	0	0	36.52587106	5.006541483	0	0	2380.87075	455.2264565	445.3713663	45.03764209	0	14.44469178	0	32.5079854	151.9709748	0	0	0	0	0	35.61573196	29.18931238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.272430472	0	0	0	0	3.407719399	0	43.02041893	0	0	0	0	0	80.96078864	1455.092723	0	4.72850192	0	0	0	5.39643766	0	0	0	no_match
OTU_1814	0	0	104.6048582	0	0	0	10.07918541	0	119.7511547	0	515.5106431	0	0	0	0	0	106.3484187	433.4269781	0	0	48.40178291	0	0	18534.89102	271.783581	0	0	0	0	0	0	0	0	0	18.21151026	136611.4658	24.36530066	0	1113.326921	7053.317957	1529.332994	0	0	8.509719722	1804.293524	0	32798.76986	0	0	0	0	0	590.8406348	6351.590509	1129.620447	0	0	669.6168403	0	0	0	0	0	no_match
OTU_1822	0	0	0	4515.131746	0	0	0	216.6856845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.22827823	0	0	0	0	0	0	0	6.886126149	0	104.3198681	0	0	0	0	11.47632073	0	0	9.218302725	0	0	0	0	741.5274373	0	0	0	no_match
OTU_1840	63.12772651	0	0	1413.012734	0	0	0	51.29520962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.817254012	0	0	0	49.21084493	0	0	0	0	0	0	0	1139.66286	0	69.96990571	0	0	0	0	0	0	0	4.637207066	0	0	0	0	647.300351	0	0	0	no_match
OTU_1846	0	0	0	0	0	0	0	0	67.32065433	7814.299477	811.454711	1045.36768	0	0	0	0	0	0	0	0	0	0	0	18.13888643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.5478777	1731.472695	0	0	0	0	0	0	0	0	0	no_match
OTU_1859	0	0	0	0	0	18.6729198	87.02186493	0	0	0	0	0	23.0243456	0	792.6008732	0	772.7778386	595.6331779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.15027658	0	0	0	3.484219222	0	0	0	0	135.4009414	0	0	124.1674136	0	27.98547705	280.4098138	0	0	0	82.76373268	0	0	0	no_match
OTU_1862	0	0	0	5.555004207	0	0	25.60959887	0	0	0	9.702445442	0	0	0	285.6998226	0	2785.28618	1762.029862	0	0	0	0	0	18.21825729	0	0	0	0	36.64642513	248.0345503	0	0	0	0	0	0	0	0	0	0	21.58772588	0	2.169542528	0	6.972504045	0	44.01184632	0	0	135.4799385	0	0	289.8929989	0	23.33483719	536.9594638	0	1361.111477	37.61147852	115.9368274	0	0	0	no_match
OTU_1864	0	0	0	11.1229874	0	0	5.127903324	12.92117941	0	0	58.28268045	39.66673562	0	0	384.6658545	0	2147.592015	2464.535136	0	0	0	0	0	109.4372418	0	103.5062405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.886279547	0	0	17.62530481	0	0	0	0	0	41.46166556	41.78593801	4.672419503	96.86247799	0	0	0	16.58175252	0	0	0	no_match
OTU_1869	0	0	0	5.566370775	0	0	66.72120221	12.93251046	0	0	0	0	0	0	424.4906879	0	2874.298389	2233.009352	0	0	0	0	0	18.25553522	0	207.1940179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.63189837	0	2.173981815	0	3.49338554	0	52.92228325	0	0	0	0	0	145.2430868	13.94086054	60.79471995	421.721278	0	0	37.68843857	60.85307676	0	0	0	no_match
OTU_1886	0	0	0	33.57488291	0	18.82107402	294.0942216	39.00274901	0	224.5154546	48.8686203	19.95576003	0	360.9600399	382.0775907	0	2872.751113	1357.333473	0	0	0	0	135.4198715	165.1688727	0	0	0	0	36.91564659	0	0	0	0	0	0	0	0	0	0	0	21.74631923	0	0	0	3.51186363	0	44.33517754	0	248.9971956	0	0	0	208.5876328	98.10220023	23.50626562	657.856477	0	0	56.83168456	61.1749561	0	0	0	no_match
OTU_1906	0	0	0	5.625569992	0	50.45641745	0	0	41.08449268	3353.395804	560.0647059	381.1756503	69.99128988	0	0	0	0	0	0	0	0	0	0	0	22.68100115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.462456031	0	0	0	0	1.765269119	0	17.82837332	0	0	0	0	0	20.96968137	1028.506034	4.726252402	0	0	0	0	0	0	0	3832.84427	no_match
OTU_1929	0	0	0	11.34160478	0	12.71552807	36.60082992	0	0	0	19.80940022	0	0	0	367.0835802	0	1400.454757	1481.332325	0	0	0	0	0	0	0	0	0	0	37.41034703	0	0	0	0	0	0	0	37.91931544	0	0	5.506376911	22.03773804	0	0	0	1.779462765	0	26.95758353	0	0	0	0	0	126.8297286	0	9.528507671	276.5455476	459.1523337	0	19.19775884	28.17943251	0	0	0	no_match
OTU_1938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2531.372228	1673.475835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.22678572	14.2618672	23.92099937	29.75392865	0	0	0	0	0	0	0	no_match
OTU_1944	130.8051991	3502.493443	109.4424402	17.15545443	31.24701356	19.23366814	0	119.5732927	69.60510897	0	29.96394863	142.7526005	0	184.4364889	81.1331877	21.51293903	4373.634606	7949.085997	0	384.2126933	16.88006123	344.2293651	968.7197472	0	0	319.284115	6.724491317	253.4974663	75.44981702	510.6681313	2590.638493	16.61049853	9.134992895	258.2057435	95.26862123	42.88949237	38.23815653	118.7646212	268.8032567	27.76338388	88.89216135	277.7257177	2.233390927	2.967754105	3.58885043	0	63.42992578	66.60174524	0	139.4670358	0	5.981127514	660.7968512	57.287308	52.8474499	19.91934683	694.5196111	1401.168211	0	5.683275337	0	20494.9422	3896.149506	no_match
OTU_1981	0	0	0	5.775721693	0	25.90157311	0	0	84.36215209	2582.175796	575.0133544	1132.854057	47.90628172	0	15.36473584	0	138.3142309	188.5924306	0	0	0	0	139.7736799	511.4373739	23.28637819	0	0	0	0	0	0	0	0	0	0	64.97816633	0	0	45.24895586	39.25777848	22.44547295	0	0	8.992375951	3.62477159	0	36.6084584	0	257.002565	0	0	0	236.8231986	1041.492642	4.852400479	45.26712347	0	0	0	17.22047941	0	0	0	no_match
OTU_1996	0	1184.933777	111.0769052	17.41166207	0	0	53.51399263	13.48433962	0	49.89938338	101.3714812	331.1646517	0	0	494.0692137	0	2684.219825	2030.486928	0	0	0	0	0	171.3104767	0	0	0	0	344.5947906	0	0	0	0	0	0	0	0	0	0	0	22.55492969	0	0	6.024151887	0	0	55.18047273	0	206.6046831	0	0	0	346.1499369	87.21429548	4.876063511	283.0356443	0	711.0469588	49.12075143	115.363041	0	0	0	no_match
OTU_2011	0	1191.835598	223.4477781	0	0	13.08974349	5.382569277	0	0	0	0	0	0	564.8438148	5.176531174	1017.544869	0	0	0	0	0	0	141.2733975	0	0	217.2932971	0	0	38.51132598	0	0	0	0	131.794164	19.45092022	0	13.01175774	0	0	0	0	141.7576088	0	0	0	95.40989505	0	0	0	0	0	0	0	0	0	10.16729383	0	0	0	0	0	0	7954.738108	no_match
OTU_2026	0	1200.298772	225.0344712	0	0	13.1826932	0	0	0	0	0	0	0	0	229.384738	0	1777.486259	1727.725592	0	0	0	176.9502603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.57999666	0	52.32092971	0	0	0	43.82980638	0	24.69645628	204.7898269	0	0	0	23.3717899	0	0	0	no_match
OTU_2033	0	0	0	17.67017113	0	0	0	13.68454015	0	0	0	0	0	0	4596.208886	0	4011.174194	1895.782679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.2847317	0	0	0	0	0	0	0	1.848263522	0	74.66630829	0	0	0	0	0	87.82229686	0	19.79383159	425.7275185	0	0	49.8500419	23.41516471	531.3005674	0	0	no_match
OTU_2052	0	0	0	3865.425119	0	0	0	303.0282075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.83768622	0	0	0	0	0	0	17.22072233	9.470587279	0	0	66.69770062	39.64292069	0	46.44639087	0	0	0	0	0	0	0	169.0975694	69.04850923	0	0	0	0	0	0	0	0	0	0	0	836.6729689	0	0	0	no_match
OTU_2071	0	0	114.2455567	5.969452797	0	0	16.5121702	0	0	0	20.8526539	0	0	192.5308802	444.6429323	0	2358.734582	1949.182582	0	0	0	0	0	39.15497554	0	0	0	0	0	0	1352.167113	0	0	0	0	0	146.3598405	0	0	0	69.59503855	0	0	0	1.873177419	0	18.91819551	0	0	0	0	0	133.5091626	0	30.09096748	353.4903523	0	0	0	23.73079232	0	0	0	no_match
OTU_2077	549.1097547	2450.531183	459.4306033	48.01148294	81.98278851	1379.332236	769.1628732	209.1496295	14.60983378	0	52.41094071	599.2639895	24.88922326	193.562404	95.79111391	3905.890024	8.98246965	83.98395978	0	806.447065	956.6254679	903.1545745	145.2359983	0	72.58921104	111.6940963	16.46684448	798.1215531	158.366146	267.967992	1359.411627	331.2153301	57.52195337	677.4544011	119.9790137	112.5291598	26.75345336	186.9616397	658.2418231	122.3758862	93.29054438	437.2013741	7.031697246	0	3.766426704	98.08606292	57.05866089	209.6915963	106.8184629	292.7357259	31.09694352	6.277073628	0	45.09141246	100.8406201	0	242.9614776	3676.244992	0	17.89345119	38.66765869	12290.87524	4088.930934	no_match
OTU_2094	0	0	0	4499.761039	0	0	0	210.2096213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.90674027	0	0	0	40.33356391	0	0	0	0	0	0	0	9.463788353	0	114.6956801	0	0	0	0	0	0	0	5.067584536	0	0	0	0	899.2068518	0	0	0	no_match
OTU_2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2742.431562	2172.017046	0	0	0	0	0	0	0	0	0	0	119.6798463	0	0	0	0	0	0	0	0	0	0	0	0	0	7.085289096	0	3.795132402	0	57.4935316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_2116	0	0	0	6.078057588	0	0	89.66711003	0	0	0	0	0	0	0	312.6010188	0	1955.88761	1644.42005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.28506943	0	0	0	0	0	2.373824382	0	3.814513863	0	9.631191138	0	0	0	0	0	113.2817929	0	20.42561683	391.6793365	0	0	20.57646798	36.24380506	0	0	0	no_match
OTU_2122	0	0	0	6.101427242	0	0	45.00593651	14.17562265	0	0	0	0	0	0	275.930176	0	1643.783312	1223.826497	0	0	0	0	0	20.01031272	0	0	0	0	0	0	0	0	0	0	0	0	27.19920138	0	0	0	0	0	0	0	0	0	29.00466694	0	0	0	0	0	68.23041151	0	5.12603793	116.8929308	0	0	51.63895721	48.51087952	0	0	0	no_match
OTU_2127	0	0	0	12.17165511	0	0	39.27951003	0	0	0	0	0	0	0	313.0006366	0	1557.601576	1703.298846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.2529951	0	2.376858993	0	3.819390199	0	28.93050991	0	0	0	0	0	90.7412866	0	5.112932048	317.9838204	0	0	20.60277219	42.33849412	0	0	0	no_match
OTU_2132	0	0	0	0	4273.051617	389.6619222	0	1699.985333	1707.030194	0	0	0	0	0	5.406930737	848.7381422	0	0	0	0	0	0	0	0	8.194598023	0	0	0	0	0	0	0	146.1072351	0	1726.915353	1234.772417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.72890536	0	0	0	0	0	0	0	0	0	0	no_match
OTU_2143	0	0	117.1843492	3343.162288	0	0	0	327.1925147	0	0	0	0	0	0	0	0	0	0	0	0	0	184.2899977	0	0	41.14425985	0	0	0	0	0	0	0	29.34359454	0	0	0	0	0	0	0	0	0	0	0	3.842724094	0	116.4290232	0	0	149.3328711	0	0	0	0	0	0	0	0	0	772.8340749	0	0	0	no_match
OTU_2150	0	0	0	30.64459997	0	0	16.9532742	0	44.7605432	122.9523804	1220.353415	65.57076091	0	0	65.21729523	0	45.86639234	200.1252796	0	0	0	0	0	321.6076523	0	0	0	0	0	0	0	0	0	0	0	22.98390885	0	0	0	29.75605675	23.81806383	0	0	19.08455971	1.92321724	0	9.71178688	0	0	0	0	6.41041346	45.69190308	214.896548	10.29827125	112.0823884	0	0	10.374328	6.091183416	0	0	0	no_match
OTU_2157	0	0	0	0	0	6.915896221	17.06311077	42.99525588	0	0	0	0	818.6433992	0	0	0	73.86168111	0	0	828.9136823	0	0	0	0	0	0	0	0	0	137.7166243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.7942931	0	0	0	9795.429295	10072.87914	159138.897	283595.3123	0	0	1555.78961	66719.82984	0	0	0	no_match
OTU_2158	0	0	3069.493514	55.51765138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418.164576	0	0	20.88308202	245.2258746	0	0	0	no_match
OTU_2176	142.1610029	0	475.7745771	12.42986581	0	41.80686351	131.7991653	57.75733459	438.7575309	2546.991122	781.5661796	554.0914767	103.098571	801.7930913	490.4830866	46.76115338	2065.047492	3072.99794	0	2505.407837	18.34549735	1309.397275	752.0134181	2975.854815	108.5810983	347.0026446	4.872183657	0	40.99998216	0	0	54.15759803	0	0	3396.090041	116.5323185	13.85259587	129.0751268	486.8988494	72.4167637	169.0662762	754.5909269	9.70912766	83.86036241	7.800830243	0	128.02506	217.1512516	553.0923346	909.448882	16.10159951	0	555.9976875	1260.77885	62.65677955	811.8239017	0	1522.810099	31.55976216	30.88333367	40.04323794	0	0	no_match
OTU_2180	0	0	0	0	0	0	0	0	0	0	86104.46932	76536.74615	51.58295585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.428867338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_2181	0	0	0	3886.870187	0	0	0	144.4876496	0	0	0	22.17813566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.96506022	0	0	0	0	0	0	0	0	7.805925495	0	88.69062591	0	0	0	0	0	0	0	0	0	0	0	0	1007.454285	0	0	0	no_match
OTU_2207	0	0	0	1906.142712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.4463889	0	0	50.24698768	0	0	0	0	0	49.28503716	0	73.34264056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_2220	0	0	0	25.26375379	0	0	104.8235283	14.67400275	0	0	0	0	0	0	162.4177433	0	463.2064457	294.6170308	0	0	0	0	305.694078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.04066639	0	0	0	0	0	188.3446008	0	42.45005474	599.5128787	0	0	64.14534744	69.0475541	0	0	0	no_match
OTU_2222	0	0	0	1371.013374	0	0	0	73.39435683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846.5531379	0	60.06872296	0	0	0	0	0	0	0	0	0	0	0	0	653.0298324	0	0	0	no_match
OTU_266	0	0	0	2171.087513	0	0	0	183.0077282	0	0	0	5.852245034	0	0	0	2.057856112	0	0	0	0	0	0	79.42671882	0	0	0	0	0	0	0	0	0	2.621469006	0	0	24.61599614	3.657734725	17.04094228	0	0	0	0	0	0	29.35193468	0	169.0230885	0	0	0	0	0	0	0	0	0	0	0	0	756.7513262	0	0	0	no_match
OTU_274	0	0	0	3.316940328	0	3.718754857	12.23336769	3.853171773	0	0	8.690119224	0	0	0	320.5986886	0	2236.521508	1887.632511	0	0	0	0	0	0	0	0	0	0	10.94094629	37.02588567	0	0	0	0	0	0	0	0	0	0	6.445107501	0	2.590904646	0	2.081670777	0	31.53581798	0	0	0	0	0	74.18467665	4.153604242	11.14674404	155.9787905	0	0	16.84360064	24.72388113	0	0	0	no_match
