OTU_ID	NXT039_NC100_S345	NXT039_NC101_S346	NXT039_NC102_S347	NXT039_NC103_S348	NXT039_NC104_S351	NXT039_NC105_S352	NXT039_NC106_S353	NXT039_NC107_S354	NXT039_NC108_S355	NXT039_NC109_S356	NXT039_NC110_S357	NXT039_NC111_S358	NXT039_NC112_S361	NXT039_NC113_S362	NXT039_NC114_S363	NXT039_NC115_S364	NXT039_NC116_S365	NXT039_NC117_S366	NXT039_NC118_S367	NXT039_NC119_S368	NXT039_NC120_S371	NXT039_NC121_S372	NXT039_NC122_S373	NXT039_NC123_S374	NXT039_NC124_S375	NXT039_NC125_S376	NXT039_NC126_S377	NXT039_NC127_S378	NXT039_NC128_S381	NXT039_NC129_S382	NXT039_NC130_S383	NXT039_NC131_S384	NXT039_NC132_S385	NXT039_NC133_S386	NXT039_NC134_S387	NXT039_NC135_S388	NXT039_NC136_S391	NXT039_NC137_S392	NXT039_NC138_S393	NXT039_NC139_S394	NXT039_NC140_S395	NXT039_NC141_S396	NXT039_NC142_S397	NXT039_NC143_S398	NXT039_NC144_S401	NXT039_NC145_S402	NXT039_NC146_S403	NXT039_NC147_S404	NXT039_NC64_S301	NXT039_NC65_S302	NXT039_NC66_S303	NXT039_NC67_S304	NXT039_NC68_S305	NXT039_NC69_S306	NXT039_NC70_S307	NXT039_NC71_S308	NXT039_NC72_S311	NXT039_NC73_S312	NXT039_NC74_S313	NXT039_NC75_S314	NXT039_NC76_S315	NXT039_NC77_S316	NXT039_NC78_S317	NXT039_NC79_S318	NXT039_NC80_S321	NXT039_NC81_S322	NXT039_NC82_S323	NXT039_NC83_S324	NXT039_NC84_S325	NXT039_NC85_S326	NXT039_NC86_S327	NXT039_NC87_S328	NXT039_NC88_S331	NXT039_NC89_S332	NXT039_NC90_S333	NXT039_NC91_S334	NXT039_NC92_S335	NXT039_NC93_S336	NXT039_NC94_S337	NXT039_NC95_S338	NXT039_NC96_S341	NXT039_NC97_S342	NXT039_NC98_S343	NXT039_NC99_S344	taxonomy
zOTU_543	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC000186;s__PAC002447
zOTU_600	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	4	1	4	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC000186;s__PAC002447
zOTU_598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	2	3	2	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC000186;s__PAC002447
zOTU_765	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	1	0	0	5	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	2	2	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001063;s__PAC001063
zOTU_823	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001063;s__PAC001063
zOTU_556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	7	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001068
zOTU_531	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	2	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001068
zOTU_529	0	1	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	4	5	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001068
zOTU_594	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	4	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001068
zOTU_582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	6	2	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__PAC001068;s__EF096118
zOTU_8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	1	1	10970	15945	7094	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides
zOTU_5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	13	1	0	0	0	0	0	1	0	3	1	16214	24803	10594	1	4	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides
zOTU_7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	2	13012	20123	8640	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides
zOTU_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	1	13984	21145	9112	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides
zOTU_764	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	3	3	2	2	0	0	0	1	0	1	1	1	0	1	0	0	0	3	0	1	0	0	0	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
zOTU_781	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	20	0	0	0	6	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes
zOTU_467	0	0	63	341	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	6	0	0	198	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	k__Bacteria;p__Firmicutes
zOTU_444	0	0	79	370	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	9	0	0	224	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	k__Bacteria;p__Firmicutes
zOTU_557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
zOTU_516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus mycoides
zOTU_167	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1688	660	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_52	0	3	235	0	0	91	1	0	0	0	12	5	0	169	0	16	0	0	92	6	1148	443	1	0	0	2	5	0	812	353	1237	0	57	149	5	0	0	720	1856	2	0	13	0	0	0	0	0	0	212	126	3	269	1	0	11	100	7	25	0	0	100	1	0	20	1	169	0	1	0	6	9	47	0	5	4	0	3	0	0	50	0	561	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_786	0	0	3	0	0	10	0	0	0	0	2	4	0	26	0	27	0	0	8	8	4	1	0	0	0	0	0	0	21	9	126	0	9	29	1	0	0	1	2	0	0	0	0	0	0	0	0	0	16	20	0	30	0	0	9	36	1	6	0	0	33	8	0	1	0	6	0	0	0	1	1	11	0	0	5	0	0	0	0	10	0	12	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_148	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	2191	844	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_184	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	9	0	1442	558	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_43	0	7	288	1	0	128	2	0	0	0	10	13	0	197	0	15	0	2	120	1	1244	496	0	0	0	8	2	1	937	393	1403	0	69	213	6	4	0	736	2082	1	3	22	0	0	0	0	0	0	290	182	2	300	1	0	21	137	10	35	1	0	113	2	0	16	0	186	0	0	0	8	8	53	0	4	2	0	2	0	0	55	0	647	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_39	0	2	282	1	0	126	1	0	0	0	9	20	1	214	0	32	0	0	118	11	1413	597	2	0	0	10	12	0	1049	443	1627	0	59	200	5	4	0	845	2253	3	0	16	1	0	0	0	0	0	348	195	1	306	1	0	16	119	6	40	0	0	113	3	1	19	0	234	0	0	0	26	14	66	1	1	14	0	1	1	0	71	0	722	0	1	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1784	700	1	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_36	0	4	343	1	0	141	0	0	0	2	10	9	0	284	0	24	0	0	148	7	1764	662	1	0	0	2	5	0	1295	509	1827	0	74	221	10	3	0	1119	2686	2	0	25	0	0	0	0	0	0	346	216	0	344	1	0	15	166	8	43	0	0	154	9	1	23	0	206	0	1	0	19	12	94	0	5	7	0	4	0	0	112	0	778	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus
zOTU_283	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	76	0	0	0	19	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	4	37	10	2	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	28	0	1	18	0	0	0	0	19	0	529	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus
zOTU_267	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	83	0	0	0	27	0	1	0	0	0	0	1	0	1	0	74	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	4	47	14	1	0	2	1	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	35	0	3	17	0	0	0	0	20	0	643	1	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus
zOTU_258	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	110	0	0	0	21	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	48	15	1	0	2	1	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	30	0	5	17	0	0	0	0	23	0	816	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus
zOTU_263	0	0	0	1	0	0	0	0	0	0	0	6	0	0	1	86	0	0	0	26	0	0	2	1	0	0	0	0	0	0	87	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	2	41	15	3	0	2	0	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	31	0	6	18	0	0	0	0	25	0	682	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus
zOTU_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri
zOTU_259	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	22	0	0	1	0	1	0	0	0	50	1	0	0	0	0	0	0	0	0	0	0	101	49	2	0	0	0	0	0	0	0	0	0	15	506	135	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
zOTU_231	0	0	0	1	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	28	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	120	73	6	1	0	0	0	0	0	0	0	0	13	671	218	0	0	0	0	1	0	0	3	1	0	0	0	0	6	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
zOTU_247	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	23	0	0	1	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	97	62	1	0	0	0	0	0	0	0	0	0	17	616	158	0	0	0	0	1	0	0	2	1	0	0	0	0	9	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
zOTU_223	0	0	0	2	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	31	0	0	2	0	0	0	0	0	69	0	0	0	0	0	0	0	0	1	0	0	132	81	3	0	0	0	1	0	0	0	0	0	20	727	231	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus
zOTU_98	0	0	480	0	0	1	6	4	1	1	12	0	0	88	0	2	0	25	26	11	1	0	0	0	0	6	2	0	0	0	12	0	0	0	4	1	0	41	0	3	750	0	0	0	0	0	0	0	10	23	1	17	0	2	99	5	1	76	20	0	257	47	0	161	279	102	0	0	0	1376	10	21	1	122	148	0	0	1	0	3	0	1	0	22	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
zOTU_85	0	0	604	1	0	1	3	5	0	4	17	0	0	106	0	3	0	33	24	8	0	0	1	0	0	11	0	0	0	0	9	0	0	0	3	0	0	41	0	2	956	0	0	0	0	0	0	0	7	26	1	23	0	0	134	4	1	84	26	0	291	46	0	168	272	101	1	0	0	1678	19	18	2	140	147	0	0	1	0	7	0	0	0	23	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
zOTU_130	0	0	372	0	0	1	7	3	0	0	10	1	0	79	0	1	0	14	20	8	1	0	3	0	0	3	1	0	0	0	7	0	0	0	6	0	0	33	0	4	611	0	0	0	0	0	0	0	7	21	0	11	0	1	82	5	0	62	17	0	193	46	0	123	205	76	0	0	0	1147	14	10	0	110	116	0	0	0	0	6	0	0	0	16	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
zOTU_112	0	1	400	0	0	1	1	9	0	3	10	0	0	76	0	1	0	18	29	12	0	0	2	0	0	5	1	0	0	0	5	0	1	1	4	0	0	38	0	3	730	0	0	0	0	0	0	0	3	30	0	16	0	2	98	3	0	58	26	0	223	41	1	162	218	95	0	2	0	1280	14	13	0	111	98	0	0	2	0	4	0	2	0	13	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
zOTU_282	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
zOTU_296	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
zOTU_278	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
zOTU_273	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
zOTU_825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus animalis
zOTU_793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus animalis
zOTU_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
zOTU_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
zOTU_360	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
zOTU_324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	139	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
zOTU_311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
zOTU_302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
zOTU_337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei
