seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
OTU_755	6144	No terminal repeats	NA	11	11	0.9793	NA	2	12.1570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_501	7983	No terminal repeats	NA	16	11	0.9793	NA	1	18.4428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_78	31811	ITR	NA	38	11	0.9793	NA	8	60.7302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_79	31294	No terminal repeats	NA	43	11	0.9793	NA	8	46.4275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1867	3422	No terminal repeats	NA	6	11	0.9793	NA	3	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_171	16285	No terminal repeats	NA	18	11	0.9792	NA	7	28.0024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1158	4755	No terminal repeats	NA	7	11	0.9792	NA	2	11.9708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_176	15830	No terminal repeats	NA	24	11	0.9792	NA	1	29.2420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_534	7567	No terminal repeats	NA	6	11	0.9791	NA	1	9.8893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2370	2863	No terminal repeats	NA	8	11	0.9791	NA	0	10.8949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_94	28152	No terminal repeats	NA	43	11	0.9790	NA	7	44.7942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_556	7377	ITR	NA	4	11	0.9790	NA	4	6.7490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_152	17754	No terminal repeats	NA	24	11	0.9790	NA	16	35.0758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6091	1389	No terminal repeats	NA	3	11	0.9789	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_531	7588	No terminal repeats	NA	8	11	0.9789	NA	5	9.3739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1147	4793	No terminal repeats	NA	8	11	0.9789	NA	2	9.8387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2785	2528	No terminal repeats	NA	6	11	0.9789	NA	1	8.2914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_856	5699	No terminal repeats	NA	11	11	0.9788	NA	1	9.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1295	4402	No terminal repeats	NA	8	11	0.9788	NA	2	13.0471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_621	6961	No terminal repeats	NA	7	11	0.9788	NA	0	8.9258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1627	3773	No terminal repeats	NA	4	11	0.9787	NA	3	5.7512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8688	1077	No terminal repeats	NA	4	11	0.9787	NA	0	6.6135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_207	13881	No terminal repeats	NA	16	11	0.9787	NA	12	26.0216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_298	10893	No terminal repeats	NA	14	11	0.9787	NA	5	23.3446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_853	5710	No terminal repeats	NA	7	11	0.9787	NA	3	7.4602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_32	41132	No terminal repeats	NA	54	11	0.9787	NA	12	65.8496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1239	4563	No terminal repeats	NA	8	11	0.9786	NA	1	11.2702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2223	3013	No terminal repeats	NA	6	11	0.9786	NA	0	8.2140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_700	6450	No terminal repeats	NA	14	11	0.9785	NA	0	16.8690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2754	2551	No terminal repeats	NA	3	11	0.9785	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_102	25754	No terminal repeats	NA	37	11	0.9785	NA	9	46.4317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_119	21745	No terminal repeats	NA	22	11	0.9784	NA	14	29.2493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_36	40347	No terminal repeats	NA	40	11	0.9783	NA	8	31.6586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_105	25159	No terminal repeats	NA	35	11	0.9783	NA	12	41.2067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4339	1797	No terminal repeats	NA	4	11	0.9782	NA	0	6.7380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1459	4048	No terminal repeats	NA	12	11	0.9782	NA	0	12.8413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_43	39474	ITR	NA	60	11	0.9782	NA	8	50.5709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_255	12141	No terminal repeats	NA	21	11	0.9781	NA	3	28.7934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1584	3835	No terminal repeats	NA	6	11	0.9781	NA	1	5.9488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_45	38632	No terminal repeats	NA	53	11	0.9781	NA	12	56.1104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2480	2763	No terminal repeats	NA	3	11	0.9781	NA	2	4.8872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_100	26550	No terminal repeats	NA	35	11	0.9780	NA	5	44.5195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_62	36116	No terminal repeats	NA	60	11	0.9780	NA	11	44.2405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_177	15749	No terminal repeats	NA	29	11	0.9780	NA	5	23.2824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_215	13588	No terminal repeats	NA	29	11	0.9780	NA	2	35.0678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_37	40259	No terminal repeats	NA	57	11	0.9780	NA	7	68.5976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_86	30044	No terminal repeats	NA	47	11	0.9779	NA	5	45.5856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_60	36234	No terminal repeats	NA	48	11	0.9779	NA	8	56.2747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_38	40118	No terminal repeats	NA	56	11	0.9779	NA	14	68.6517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_761	6122	No terminal repeats	NA	8	11	0.9779	NA	3	6.1282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_168	16497	No terminal repeats	NA	18	11	0.9778	NA	4	20.8604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_502	7943	No terminal repeats	NA	11	11	0.9778	NA	2	9.3924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_300	10881	No terminal repeats	NA	14	11	0.9777	NA	1	12.4306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_180	15486	No terminal repeats	NA	20	11	0.9777	NA	12	28.1256	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_449	8525	No terminal repeats	NA	10	11	0.9777	NA	3	13.0755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_74	34109	No terminal repeats	NA	43	11	0.9776	NA	7	33.2159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_473	8310	No terminal repeats	NA	16	11	0.9776	NA	5	24.6762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_356	9625	No terminal repeats	NA	15	11	0.9776	NA	9	21.6725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_281	11361	No terminal repeats	NA	15	11	0.9776	NA	3	18.0856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_58	36374	No terminal repeats	NA	48	11	0.9775	NA	7	49.6149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_34	40907	No terminal repeats	NA	55	11	0.9775	NA	14	62.9822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_821	5847	No terminal repeats	NA	9	11	0.9775	NA	0	8.6930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_101	25817	No terminal repeats	NA	30	11	0.9775	NA	9	33.1522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2353	2877	No terminal repeats	NA	3	11	0.9774	NA	3	4.9453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3	65018	No terminal repeats	NA	75	11	0.9774	NA	5	44.2382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_151	17780	No terminal repeats	NA	31	11	0.9773	NA	1	26.3545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3442	2170	No terminal repeats	NA	8	11	0.9773	NA	0	9.6779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1175	4724	No terminal repeats	NA	5	11	0.9773	NA	1	5.7715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_969	5309	No terminal repeats	NA	10	11	0.9772	NA	0	10.5165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_627	6920	No terminal repeats	NA	10	11	0.9772	NA	1	9.4094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_217	13557	No terminal repeats	NA	25	11	0.9772	NA	1	27.5882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2276	2959	No terminal repeats	NA	4	11	0.9772	NA	1	6.0037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1079	5001	No terminal repeats	NA	11	11	0.9772	NA	7	14.9702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4	62429	No terminal repeats	NA	96	11	0.9771	NA	6	73.9165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_174	16120	No terminal repeats	NA	24	11	0.9771	NA	7	27.7867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_72	34647	No terminal repeats	NA	56	11	0.9771	NA	13	72.5612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_975	5297	No terminal repeats	NA	11	11	0.9771	NA	1	15.0157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_26	42744	No terminal repeats	NA	70	11	0.9770	NA	13	79.4714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3266	2249	No terminal repeats	NA	4	11	0.9770	NA	0	6.4581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_267	11597	No terminal repeats	NA	24	11	0.9770	NA	2	20.6685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_802	5936	No terminal repeats	NA	9	11	0.9770	NA	0	12.5229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_823	5843	No terminal repeats	NA	9	11	0.9770	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3319	2221	No terminal repeats	NA	5	11	0.9769	NA	0	6.6868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_148	18009	No terminal repeats	NA	35	11	0.9769	NA	3	34.6769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_861	5682	No terminal repeats	NA	5	11	0.9768	NA	2	6.5283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_14	48517	No terminal repeats	NA	64	11	0.9768	NA	11	63.9673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8|provirus_32349_56368	24020	Provirus	32349-56368	28	11	0.9768	NA	12	37.4620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_435	8633	No terminal repeats	NA	17	11	0.9767	NA	0	24.2613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_457	8422	No terminal repeats	NA	15	11	0.9767	NA	0	18.1328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1643	3742	No terminal repeats	NA	8	11	0.9767	NA	5	11.3504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4017	1913	No terminal repeats	NA	4	11	0.9766	NA	1	5.4040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1947	3337	No terminal repeats	NA	6	11	0.9766	NA	1	6.7206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3329	2215	No terminal repeats	NA	3	11	0.9766	NA	1	5.1501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1272	4466	No terminal repeats	NA	12	11	0.9765	NA	1	10.6066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2028	3239	No terminal repeats	NA	5	11	0.9765	NA	3	6.5277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2749	2558	No terminal repeats	NA	5	11	0.9765	NA	3	6.9775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1618	3782	No terminal repeats	NA	12	11	0.9764	NA	1	17.5625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_42	39544	No terminal repeats	NA	52	11	0.9763	NA	9	63.8591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2674	2627	No terminal repeats	NA	5	11	0.9763	NA	4	6.6649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1	81167	No terminal repeats	NA	119	11	0.9763	NA	23	150.7060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2420	2820	No terminal repeats	NA	5	11	0.9762	NA	4	6.8601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2525	2734	No terminal repeats	NA	4	11	0.9762	NA	1	6.5396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2727	2574	No terminal repeats	NA	3	11	0.9762	NA	2	4.5624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_153	17731	No terminal repeats	NA	37	11	0.9762	NA	1	46.0711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_96	27669	No terminal repeats	NA	35	11	0.9761	NA	11	43.7746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2	67687	No terminal repeats	NA	79	11	0.9761	NA	7	65.4120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1473	4027	ITR	NA	10	11	0.9761	NA	4	16.1499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_98	26703	No terminal repeats	NA	25	11	0.9761	NA	9	35.6601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_89	29595	No terminal repeats	NA	38	11	0.9761	NA	9	46.7808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1329	4302	No terminal repeats	NA	6	11	0.9760	NA	4	7.8770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_259	11942	No terminal repeats	NA	16	11	0.9760	NA	0	17.9193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_602	7109	No terminal repeats	NA	13	11	0.9759	NA	0	12.4141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1922	3366	No terminal repeats	NA	8	11	0.9759	NA	0	7.6872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_436	8630	No terminal repeats	NA	15	11	0.9759	NA	8	22.0458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1379	4215	No terminal repeats	NA	7	11	0.9758	NA	0	7.1654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_799	5953	No terminal repeats	NA	6	11	0.9758	NA	2	8.0578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1930	3357	No terminal repeats	NA	6	11	0.9758	NA	2	8.1069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_962	5344	No terminal repeats	NA	9	11	0.9757	NA	0	13.0001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5326	1537	No terminal repeats	NA	3	15	0.9757	NA	1	4.2141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1593	3813	No terminal repeats	NA	10	11	0.9757	NA	2	8.2270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_145	18369	No terminal repeats	NA	23	11	0.9757	NA	6	25.2624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3112	2335	No terminal repeats	NA	5	11	0.9757	NA	0	7.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3571	2100	No terminal repeats	NA	3	11	0.9756	NA	0	5.0719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2494	2754	No terminal repeats	NA	3	11	0.9756	NA	1	5.1211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_195	14684	No terminal repeats	NA	22	11	0.9754	NA	7	23.1687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_13	49666	No terminal repeats	NA	58	11	0.9754	NA	13	63.5807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2055	3209	No terminal repeats	NA	11	11	0.9754	NA	0	9.8673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_304	10771	No terminal repeats	NA	24	11	0.9754	NA	0	22.3901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1156	4759	No terminal repeats	NA	6	11	0.9754	NA	1	7.9392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1019	5174	No terminal repeats	NA	9	11	0.9753	NA	0	14.6738	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_126	21282	No terminal repeats	NA	38	11	0.9753	NA	4	48.0144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_70	34739	DTR	NA	49	11	0.9752	NA	12	62.9819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_28	42193	DTR	NA	62	11	0.9751	NA	14	77.9998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_46	38679	No terminal repeats	NA	78	11	0.9751	NA	2	53.6279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_199	5070	No terminal repeats	NA	11	11	0.9750	NA	1	8.6972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7952	1148	No terminal repeats	NA	3	11	0.9750	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1142	4808	No terminal repeats	NA	3	11	0.9749	NA	0	4.4916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3294	2232	No terminal repeats	NA	3	11	0.9749	NA	2	2.9260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3152	2311	No terminal repeats	NA	2	11	0.9749	NA	0	2.8529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2224	3013	No terminal repeats	NA	3	11	0.9749	NA	2	3.0507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1101	4925	No terminal repeats	NA	8	11	0.9749	NA	0	6.6505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1094	4949	No terminal repeats	NA	2	11	0.9749	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9133	1039	No terminal repeats	NA	3	11	0.9748	NA	0	2.5515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_99	26611	No terminal repeats	NA	35	11	0.9748	NA	12	42.3247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2376	2861	No terminal repeats	NA	8	11	0.9748	NA	1	10.7568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2334	2892	No terminal repeats	NA	5	11	0.9747	NA	2	8.2523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_395	9157	No terminal repeats	NA	11	11	0.9746	NA	2	14.6637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_506	7881	No terminal repeats	NA	12	11	0.9746	NA	1	16.7769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2528	2732	No terminal repeats	NA	5	11	0.9746	NA	5	6.8592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1505	3968	No terminal repeats	NA	8	11	0.9745	NA	7	9.4787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_479	8224	No terminal repeats	NA	17	11	0.9745	NA	2	25.1950	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1673	3693	No terminal repeats	NA	8	11	0.9744	NA	3	10.4406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1819	3477	No terminal repeats	NA	3	11	0.9744	NA	1	4.7529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_29	42093	ITR	NA	58	11	0.9744	NA	6	38.2222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_246	12430	No terminal repeats	NA	16	11	0.9743	NA	5	17.8121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5230	1559	No terminal repeats	NA	5	11	0.9743	NA	0	8.5832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_49	38266	No terminal repeats	NA	62	11	0.9743	NA	14	64.4929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_123	21488	No terminal repeats	NA	43	11	0.9742	NA	7	42.8634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5379	1526	No terminal repeats	NA	4	11	0.9740	NA	0	5.4195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2864	2473	No terminal repeats	NA	3	11	0.9740	NA	0	4.2969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8976	1053	No terminal repeats	NA	3	11	0.9740	NA	0	4.8356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6025	1399	No terminal repeats	NA	4	11	0.9739	NA	3	6.0463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2437	2800	No terminal repeats	NA	1	11	0.9739	NA	0	1.7183	Viruses
OTU_157	17346	No terminal repeats	NA	22	11	0.9739	NA	9	30.3416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_16	47068	No terminal repeats	NA	61	11	0.9738	NA	18	75.5706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_77	32166	No terminal repeats	NA	47	11	0.9737	NA	14	63.0747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4335	1798	No terminal repeats	NA	1	11	0.9737	NA	0	1.7183	Viruses
OTU_166	16653	No terminal repeats	NA	24	11	0.9736	NA	3	26.4514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_206	13896	No terminal repeats	NA	17	11	0.9736	NA	6	21.3288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3355	2205	No terminal repeats	NA	6	11	0.9736	NA	2	7.9565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9431	1016	No terminal repeats	NA	3	11	0.9736	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5995	1405	No terminal repeats	NA	4	11	0.9735	NA	3	6.7047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4860	1646	No terminal repeats	NA	3	11	0.9734	NA	1	4.6730	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5353	1531	No terminal repeats	NA	3	11	0.9734	NA	1	4.6248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1834	3456	No terminal repeats	NA	10	11	0.9734	NA	0	11.1439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1050	5096	No terminal repeats	NA	6	11	0.9734	NA	5	9.7376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_181	15329	No terminal repeats	NA	24	11	0.9734	NA	5	29.2374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_283	11327	No terminal repeats	NA	16	11	0.9733	NA	11	26.9036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
